UserID,Age,AgeGroup,Gender,GenderEncoded,AgeGroupEncoded,Cluster,Segment
U00507,15,15-20,Male,0,0,1,Young Male Learners
U00508,28,21-30,Female,1,1,0,Young Female Learners
U00509,20,15-20,Female,1,0,1,Young Male Learners
U00510,15,15-20,Male,0,0,1,Young Male Learners
U00511,28,21-30,Male,0,1,2,Adult Female Learners
U00512,22,21-30,Male,0,1,2,Adult Female Learners
U00513,25,21-30,Male,0,1,2,Adult Female Learners
U00514,30,21-30,Female,1,1,0,Young Female Learners
U00515,19,15-20,Female,1,0,1,Young Male Learners
U00516,33,31-40,Female,1,2,3,Adult Male Learners
U00517,22,21-30,Female,1,1,0,Young Female Learners
U00518,20,15-20,Female,1,0,1,Young Male Learners
U00519,27,21-30,Female,1,1,0,Young Female Learners
U00520,29,21-30,Male,0,1,2,Adult Female Learners
U00521,26,21-30,Female,1,1,0,Young Female Learners
U00522,21,21-30,Male,0,1,2,Adult Female Learners
U00523,31,31-40,Male,0,2,3,Adult Male Learners
U00524,24,21-30,Male,0,1,2,Adult Female Learners
U00525,31,31-40,Male,0,2,3,Adult Male Learners
U00526,24,21-30,Male,0,1,2,Adult Female Learners
U00527,18,15-20,Male,0,0,1,Young Male Learners
U00528,26,21-30,Female,1,1,0,Young Female Learners
U00529,25,21-30,Male,0,1,2,Adult Female Learners
U00530,35,31-40,Female,1,2,3,Adult Male Learners
U00531,24,21-30,Male,0,1,2,Adult Female Learners
U00532,15,15-20,Female,1,0,1,Young Male Learners
U00533,29,21-30,Male,0,1,2,Adult Female Learners
U00534,27,21-30,Female,1,1,0,Young Female Learners
U00535,23,21-30,Male,0,1,2,Adult Female Learners
U00536,35,31-40,Female,1,2,3,Adult Male Learners
U00537,25,21-30,Female,1,1,0,Young Female Learners
U00538,20,15-20,Male,0,0,1,Young Male Learners
U00539,25,21-30,Male,0,1,2,Adult Female Learners
U00540,15,15-20,Male,0,0,1,Young Male Learners
U00541,19,15-20,Male,0,0,1,Young Male Learners
U00542,32,31-40,Male,0,2,3,Adult Male Learners
U00543,18,15-20,Female,1,0,1,Young Male Learners
U00544,30,21-30,Male,0,1,2,Adult Female Learners
U00545,18,15-20,Female,1,0,1,Young Male Learners
U00546,25,21-30,Male,0,1,2,Adult Female Learners
U00547,19,15-20,Female,1,0,1,Young Male Learners
U00548,32,31-40,Female,1,2,3,Adult Male Learners
U00549,17,15-20,Female,1,0,1,Young Male Learners
U00550,17,15-20,Male,0,0,1,Young Male Learners
U00551,35,31-40,Male,0,2,3,Adult Male Learners
U00552,30,21-30,Female,1,1,0,Young Female Learners
U00553,15,15-20,Male,0,0,1,Young Male Learners
U00554,18,15-20,Male,0,0,1,Young Male Learners
U00555,17,15-20,Female,1,0,1,Young Male Learners
U00556,25,21-30,Female,1,1,0,Young Female Learners
U00557,31,31-40,Male,0,2,3,Adult Male Learners
U00558,32,31-40,Male,0,2,3,Adult Male Learners
U00559,20,15-20,Male,0,0,1,Young Male Learners
U00560,32,31-40,Male,0,2,3,Adult Male Learners
U00561,33,31-40,Male,0,2,3,Adult Male Learners
U00562,23,21-30,Female,1,1,0,Young Female Learners
U00563,31,31-40,Female,1,2,3,Adult Male Learners
U00564,15,15-20,Male,0,0,1,Young Male Learners
U00565,28,21-30,Male,0,1,2,Adult Female Learners
U00566,31,31-40,Male,0,2,3,Adult Male Learners
U00567,20,15-20,Male,0,0,1,Young Male Learners
U00568,16,15-20,Female,1,0,1,Young Male Learners
U00569,15,15-20,Female,1,0,1,Young Male Learners
U00570,27,21-30,Male,0,1,2,Adult Female Learners
U00571,22,21-30,Female,1,1,0,Young Female Learners
U00572,32,31-40,Male,0,2,3,Adult Male Learners
U00573,30,21-30,Male,0,1,2,Adult Female Learners
U00574,33,31-40,Female,1,2,3,Adult Male Learners
U00575,35,31-40,Male,0,2,3,Adult Male Learners
U00576,16,15-20,Male,0,0,1,Young Male Learners
U00577,17,15-20,Female,1,0,1,Young Male Learners
U00578,26,21-30,Male,0,1,2,Adult Female Learners
U00579,34,31-40,Male,0,2,3,Adult Male Learners
U00580,24,21-30,Female,1,1,0,Young Female Learners
U00581,32,31-40,Female,1,2,3,Adult Male Learners
U00582,26,21-30,Male,0,1,2,Adult Female Learners
U00583,21,21-30,Female,1,1,0,Young Female Learners
U00584,31,31-40,Female,1,2,3,Adult Male Learners
U00585,19,15-20,Female,1,0,1,Young Male Learners
U00586,21,21-30,Male,0,1,2,Adult Female Learners
U00587,22,21-30,Female,1,1,0,Young Female Learners
U00588,24,21-30,Male,0,1,2,Adult Female Learners
U00589,19,15-20,Female,1,0,1,Young Male Learners
U00590,19,15-20,Male,0,0,1,Young Male Learners
U00591,35,31-40,Male,0,2,3,Adult Male Learners
U00592,18,15-20,Female,1,0,1,Young Male Learners
U00593,23,21-30,Male,0,1,2,Adult Female Learners
U00594,20,15-20,Male,0,0,1,Young Male Learners
U00595,29,21-30,Male,0,1,2,Adult Female Learners
U00596,26,21-30,Male,0,1,2,Adult Female Learners
U00597,28,21-30,Female,1,1,0,Young Female Learners
U00598,28,21-30,Male,0,1,2,Adult Female Learners
U00599,33,31-40,Male,0,2,3,Adult Male Learners
U00600,21,21-30,Male,0,1,2,Adult Female Learners
U00601,24,21-30,Male,0,1,2,Adult Female Learners
U00602,25,21-30,Female,1,1,0,Young Female Learners
U00603,35,31-40,Male,0,2,3,Adult Male Learners
U00604,30,21-30,Female,1,1,0,Young Female Learners
U00605,30,21-30,Female,1,1,0,Young Female Learners
U00606,33,31-40,Female,1,2,3,Adult Male Learners
U00607,30,21-30,Male,0,1,2,Adult Female Learners
U00608,31,31-40,Male,0,2,3,Adult Male Learners
U00609,33,31-40,Female,1,2,3,Adult Male Learners
U00610,19,15-20,Male,0,0,1,Young Male Learners
U00611,30,21-30,Male,0,1,2,Adult Female Learners
U00612,23,21-30,Male,0,1,2,Adult Female Learners
U00613,24,21-30,Male,0,1,2,Adult Female Learners
U00614,23,21-30,Female,1,1,0,Young Female Learners
U00615,20,15-20,Male,0,0,1,Young Male Learners
U00616,19,15-20,Female,1,0,1,Young Male Learners
U00617,18,15-20,Female,1,0,1,Young Male Learners
U00618,22,21-30,Male,0,1,2,Adult Female Learners
U00619,32,31-40,Female,1,2,3,Adult Male Learners
U00620,30,21-30,Male,0,1,2,Adult Female Learners
U00621,20,15-20,Male,0,0,1,Young Male Learners
U00622,28,21-30,Female,1,1,0,Young Female Learners
U00623,23,21-30,Female,1,1,0,Young Female Learners
U00624,34,31-40,Female,1,2,3,Adult Male Learners
U00625,28,21-30,Male,0,1,2,Adult Female Learners
U00626,19,15-20,Male,0,0,1,Young Male Learners
U00627,34,31-40,Female,1,2,3,Adult Male Learners
U00628,32,31-40,Female,1,2,3,Adult Male Learners
U00629,20,15-20,Female,1,0,1,Young Male Learners
U00630,17,15-20,Male,0,0,1,Young Male Learners
U00631,20,15-20,Male,0,0,1,Young Male Learners
U00632,26,21-30,Female,1,1,0,Young Female Learners
U00633,35,31-40,Female,1,2,3,Adult Male Learners
U00634,15,15-20,Female,1,0,1,Young Male Learners
U00635,26,21-30,Female,1,1,0,Young Female Learners
U00636,21,21-30,Female,1,1,0,Young Female Learners
U00637,22,21-30,Female,1,1,0,Young Female Learners
U00638,19,15-20,Female,1,0,1,Young Male Learners
U00639,33,31-40,Female,1,2,3,Adult Male Learners
U00640,31,31-40,Male,0,2,3,Adult Male Learners
U00641,32,31-40,Male,0,2,3,Adult Male Learners
U00642,17,15-20,Male,0,0,1,Young Male Learners
U00643,20,15-20,Female,1,0,1,Young Male Learners
U00644,20,15-20,Female,1,0,1,Young Male Learners
U00645,23,21-30,Female,1,1,0,Young Female Learners
U00646,29,21-30,Female,1,1,0,Young Female Learners
U00647,26,21-30,Female,1,1,0,Young Female Learners
U00648,19,15-20,Male,0,0,1,Young Male Learners
U00649,32,31-40,Male,0,2,3,Adult Male Learners
U00650,26,21-30,Female,1,1,0,Young Female Learners
U00651,29,21-30,Male,0,1,2,Adult Female Learners
U00652,16,15-20,Female,1,0,1,Young Male Learners
U00653,15,15-20,Male,0,0,1,Young Male Learners
U00654,24,21-30,Male,0,1,2,Adult Female Learners
U00655,33,31-40,Female,1,2,3,Adult Male Learners
U00656,31,31-40,Male,0,2,3,Adult Male Learners
U00657,23,21-30,Male,0,1,2,Adult Female Learners
U00658,23,21-30,Female,1,1,0,Young Female Learners
U00659,33,31-40,Male,0,2,3,Adult Male Learners
U00660,22,21-30,Male,0,1,2,Adult Female Learners
U00661,23,21-30,Female,1,1,0,Young Female Learners
U00662,30,21-30,Female,1,1,0,Young Female Learners
U00663,35,31-40,Male,0,2,3,Adult Male Learners
U00664,17,15-20,Male,0,0,1,Young Male Learners
U00665,35,31-40,Male,0,2,3,Adult Male Learners
U00666,30,21-30,Female,1,1,0,Young Female Learners
U00667,18,15-20,Female,1,0,1,Young Male Learners
U00668,34,31-40,Female,1,2,3,Adult Male Learners
U00669,20,15-20,Female,1,0,1,Young Male Learners
U00670,17,15-20,Male,0,0,1,Young Male Learners
U00671,18,15-20,Female,1,0,1,Young Male Learners
U00672,15,15-20,Male,0,0,1,Young Male Learners
U00673,24,21-30,Female,1,1,0,Young Female Learners
U00674,21,21-30,Male,0,1,2,Adult Female Learners
U00675,20,15-20,Female,1,0,1,Young Male Learners
U00676,32,31-40,Male,0,2,3,Adult Male Learners
U00677,35,31-40,Female,1,2,3,Adult Male Learners
U00678,33,31-40,Female,1,2,3,Adult Male Learners
U00679,28,21-30,Male,0,1,2,Adult Female Learners
U00680,35,31-40,Female,1,2,3,Adult Male Learners
U00681,32,31-40,Male,0,2,3,Adult Male Learners
U00682,33,31-40,Male,0,2,3,Adult Male Learners
U00683,20,15-20,Female,1,0,1,Young Male Learners
U00684,28,21-30,Female,1,1,0,Young Female Learners
U00685,29,21-30,Female,1,1,0,Young Female Learners
U00686,35,31-40,Female,1,2,3,Adult Male Learners
U00687,29,21-30,Female,1,1,0,Young Female Learners
U00688,30,21-30,Female,1,1,0,Young Female Learners
U00689,19,15-20,Female,1,0,1,Young Male Learners
U00690,29,21-30,Female,1,1,0,Young Female Learners
U00691,16,15-20,Female,1,0,1,Young Male Learners
U00692,27,21-30,Male,0,1,2,Adult Female Learners
U00693,35,31-40,Female,1,2,3,Adult Male Learners
U00694,33,31-40,Female,1,2,3,Adult Male Learners
U00695,31,31-40,Female,1,2,3,Adult Male Learners
U00696,25,21-30,Male,0,1,2,Adult Female Learners
U00697,32,31-40,Female,1,2,3,Adult Male Learners
U00698,32,31-40,Female,1,2,3,Adult Male Learners
U00699,20,15-20,Male,0,0,1,Young Male Learners
U00700,25,21-30,Male,0,1,2,Adult Female Learners
U00701,32,31-40,Male,0,2,3,Adult Male Learners
U00702,22,21-30,Female,1,1,0,Young Female Learners
U00703,32,31-40,Female,1,2,3,Adult Male Learners
U00704,30,21-30,Male,0,1,2,Adult Female Learners
U00705,15,15-20,Male,0,0,1,Young Male Learners
U00706,21,21-30,Male,0,1,2,Adult Female Learners
U00707,29,21-30,Male,0,1,2,Adult Female Learners
U00708,29,21-30,Female,1,1,0,Young Female Learners
U00709,23,21-30,Female,1,1,0,Young Female Learners
U00710,19,15-20,Male,0,0,1,Young Male Learners
U00711,27,21-30,Male,0,1,2,Adult Female Learners
U00712,27,21-30,Female,1,1,0,Young Female Learners
U00713,17,15-20,Female,1,0,1,Young Male Learners
U00714,25,21-30,Male,0,1,2,Adult Female Learners
U00715,25,21-30,Female,1,1,0,Young Female Learners
U00716,29,21-30,Male,0,1,2,Adult Female Learners
U00717,34,31-40,Female,1,2,3,Adult Male Learners
U00718,27,21-30,Female,1,1,0,Young Female Learners
U00719,25,21-30,Female,1,1,0,Young Female Learners
U00720,17,15-20,Female,1,0,1,Young Male Learners
U00721,20,15-20,Female,1,0,1,Young Male Learners
U00722,16,15-20,Female,1,0,1,Young Male Learners
U00723,35,31-40,Male,0,2,3,Adult Male Learners
U00724,16,15-20,Female,1,0,1,Young Male Learners
U00725,28,21-30,Female,1,1,0,Young Female Learners
U00726,26,21-30,Female,1,1,0,Young Female Learners
U00727,33,31-40,Female,1,2,3,Adult Male Learners
U00728,17,15-20,Male,0,0,1,Young Male Learners
U00729,30,21-30,Male,0,1,2,Adult Female Learners
U00730,30,21-30,Male,0,1,2,Adult Female Learners
U00731,16,15-20,Male,0,0,1,Young Male Learners
U00732,22,21-30,Male,0,1,2,Adult Female Learners
U00733,28,21-30,Female,1,1,0,Young Female Learners
U00734,20,15-20,Male,0,0,1,Young Male Learners
U00735,17,15-20,Male,0,0,1,Young Male Learners
U00736,19,15-20,Female,1,0,1,Young Male Learners
U00737,18,15-20,Male,0,0,1,Young Male Learners
U00738,29,21-30,Female,1,1,0,Young Female Learners
U00739,25,21-30,Female,1,1,0,Young Female Learners
U00740,34,31-40,Female,1,2,3,Adult Male Learners
U00741,33,31-40,Female,1,2,3,Adult Male Learners
U00742,29,21-30,Male,0,1,2,Adult Female Learners
U00743,19,15-20,Male,0,0,1,Young Male Learners
U00744,15,15-20,Male,0,0,1,Young Male Learners
U00745,29,21-30,Female,1,1,0,Young Female Learners
U00746,28,21-30,Male,0,1,2,Adult Female Learners
U00747,28,21-30,Female,1,1,0,Young Female Learners
U00748,30,21-30,Female,1,1,0,Young Female Learners
U00749,18,15-20,Male,0,0,1,Young Male Learners
U00750,23,21-30,Female,1,1,0,Young Female Learners
U00751,19,15-20,Male,0,0,1,Young Male Learners
U00752,30,21-30,Male,0,1,2,Adult Female Learners
U00753,28,21-30,Male,0,1,2,Adult Female Learners
U00754,33,31-40,Male,0,2,3,Adult Male Learners
U00755,31,31-40,Male,0,2,3,Adult Male Learners
U00756,33,31-40,Female,1,2,3,Adult Male Learners
U00757,22,21-30,Female,1,1,0,Young Female Learners
U00758,16,15-20,Male,0,0,1,Young Male Learners
U00759,22,21-30,Male,0,1,2,Adult Female Learners
U00760,21,21-30,Female,1,1,0,Young Female Learners
U00761,31,31-40,Male,0,2,3,Adult Male Learners
U00762,22,21-30,Female,1,1,0,Young Female Learners
U00763,16,15-20,Male,0,0,1,Young Male Learners
U00764,18,15-20,Male,0,0,1,Young Male Learners
U00765,31,31-40,Female,1,2,3,Adult Male Learners
U00766,31,31-40,Female,1,2,3,Adult Male Learners
U00767,16,15-20,Female,1,0,1,Young Male Learners
U00768,19,15-20,Male,0,0,1,Young Male Learners
U00769,16,15-20,Female,1,0,1,Young Male Learners
U00770,29,21-30,Male,0,1,2,Adult Female Learners
U00771,18,15-20,Male,0,0,1,Young Male Learners
U00772,24,21-30,Female,1,1,0,Young Female Learners
U00773,25,21-30,Female,1,1,0,Young Female Learners
U00774,27,21-30,Male,0,1,2,Adult Female Learners
U00775,29,21-30,Female,1,1,0,Young Female Learners
U00776,26,21-30,Female,1,1,0,Young Female Learners
U00777,29,21-30,Male,0,1,2,Adult Female Learners
U00778,33,31-40,Male,0,2,3,Adult Male Learners
U00779,24,21-30,Female,1,1,0,Young Female Learners
U00780,32,31-40,Female,1,2,3,Adult Male Learners
U00781,18,15-20,Female,1,0,1,Young Male Learners
U00782,25,21-30,Male,0,1,2,Adult Female Learners
U00783,35,31-40,Female,1,2,3,Adult Male Learners
U00784,22,21-30,Female,1,1,0,Young Female Learners
U00785,17,15-20,Female,1,0,1,Young Male Learners
U00786,32,31-40,Female,1,2,3,Adult Male Learners
U00787,29,21-30,Female,1,1,0,Young Female Learners
U00788,24,21-30,Male,0,1,2,Adult Female Learners
U00789,17,15-20,Female,1,0,1,Young Male Learners
U00790,16,15-20,Female,1,0,1,Young Male Learners
U00791,34,31-40,Female,1,2,3,Adult Male Learners
U00792,20,15-20,Male,0,0,1,Young Male Learners
U00793,19,15-20,Male,0,0,1,Young Male Learners
U00794,23,21-30,Female,1,1,0,Young Female Learners
U00795,34,31-40,Female,1,2,3,Adult Male Learners
U00796,22,21-30,Female,1,1,0,Young Female Learners
U00797,20,15-20,Male,0,0,1,Young Male Learners
U00798,19,15-20,Female,1,0,1,Young Male Learners
U00799,26,21-30,Female,1,1,0,Young Female Learners
U00800,29,21-30,Female,1,1,0,Young Female Learners
U00801,32,31-40,Female,1,2,3,Adult Male Learners
U00802,31,31-40,Male,0,2,3,Adult Male Learners
U00803,26,21-30,Male,0,1,2,Adult Female Learners
U00804,24,21-30,Female,1,1,0,Young Female Learners
U00805,18,15-20,Female,1,0,1,Young Male Learners
U00806,27,21-30,Male,0,1,2,Adult Female Learners
U00807,35,31-40,Female,1,2,3,Adult Male Learners
U00808,27,21-30,Female,1,1,0,Young Female Learners
U00809,24,21-30,Male,0,1,2,Adult Female Learners
U00810,28,21-30,Male,0,1,2,Adult Female Learners
U00811,25,21-30,Female,1,1,0,Young Female Learners
U00812,24,21-30,Female,1,1,0,Young Female Learners
U00813,33,31-40,Male,0,2,3,Adult Male Learners
U00814,21,21-30,Female,1,1,0,Young Female Learners
U00815,17,15-20,Male,0,0,1,Young Male Learners
U00816,34,31-40,Male,0,2,3,Adult Male Learners
U00817,35,31-40,Female,1,2,3,Adult Male Learners
U00818,20,15-20,Female,1,0,1,Young Male Learners
U00819,28,21-30,Female,1,1,0,Young Female Learners
U00820,31,31-40,Female,1,2,3,Adult Male Learners
U00821,23,21-30,Male,0,1,2,Adult Female Learners
U00822,35,31-40,Female,1,2,3,Adult Male Learners
U00823,22,21-30,Male,0,1,2,Adult Female Learners
U00824,27,21-30,Male,0,1,2,Adult Female Learners
U00825,26,21-30,Male,0,1,2,Adult Female Learners
U00826,16,15-20,Male,0,0,1,Young Male Learners
U00827,26,21-30,Female,1,1,0,Young Female Learners
U00828,25,21-30,Male,0,1,2,Adult Female Learners
U00829,22,21-30,Male,0,1,2,Adult Female Learners
U00830,26,21-30,Female,1,1,0,Young Female Learners
U00831,18,15-20,Male,0,0,1,Young Male Learners
U00832,20,15-20,Female,1,0,1,Young Male Learners
U00833,32,31-40,Female,1,2,3,Adult Male Learners
U00834,30,21-30,Male,0,1,2,Adult Female Learners
U00835,33,31-40,Female,1,2,3,Adult Male Learners
U00836,29,21-30,Female,1,1,0,Young Female Learners
U00837,28,21-30,Male,0,1,2,Adult Female Learners
U00838,25,21-30,Female,1,1,0,Young Female Learners
U00839,33,31-40,Male,0,2,3,Adult Male Learners
U00840,18,15-20,Male,0,0,1,Young Male Learners
U00841,29,21-30,Female,1,1,0,Young Female Learners
U00842,21,21-30,Female,1,1,0,Young Female Learners
U00843,21,21-30,Male,0,1,2,Adult Female Learners
U00844,26,21-30,Male,0,1,2,Adult Female Learners
U00845,25,21-30,Female,1,1,0,Young Female Learners
U00846,16,15-20,Male,0,0,1,Young Male Learners
U00847,23,21-30,Male,0,1,2,Adult Female Learners
U00848,28,21-30,Male,0,1,2,Adult Female Learners
U00849,20,15-20,Male,0,0,1,Young Male Learners
U00850,26,21-30,Male,0,1,2,Adult Female Learners
U00851,21,21-30,Male,0,1,2,Adult Female Learners
U00852,23,21-30,Male,0,1,2,Adult Female Learners
U00853,24,21-30,Male,0,1,2,Adult Female Learners
U00854,28,21-30,Male,0,1,2,Adult Female Learners
U00855,15,15-20,Female,1,0,1,Young Male Learners
U00856,21,21-30,Female,1,1,0,Young Female Learners
U00857,15,15-20,Male,0,0,1,Young Male Learners
U00858,20,15-20,Male,0,0,1,Young Male Learners
U00859,22,21-30,Male,0,1,2,Adult Female Learners
U00860,23,21-30,Female,1,1,0,Young Female Learners
U00861,22,21-30,Female,1,1,0,Young Female Learners
U00862,18,15-20,Female,1,0,1,Young Male Learners
U00863,23,21-30,Female,1,1,0,Young Female Learners
U00864,22,21-30,Female,1,1,0,Young Female Learners
U00865,27,21-30,Male,0,1,2,Adult Female Learners
U00866,30,21-30,Male,0,1,2,Adult Female Learners
U00867,30,21-30,Male,0,1,2,Adult Female Learners
U00868,16,15-20,Female,1,0,1,Young Male Learners
U00869,19,15-20,Male,0,0,1,Young Male Learners
U00870,22,21-30,Male,0,1,2,Adult Female Learners
U00871,26,21-30,Male,0,1,2,Adult Female Learners
U00872,27,21-30,Male,0,1,2,Adult Female Learners
U00873,28,21-30,Male,0,1,2,Adult Female Learners
U00874,25,21-30,Male,0,1,2,Adult Female Learners
U00875,23,21-30,Male,0,1,2,Adult Female Learners
U00876,27,21-30,Male,0,1,2,Adult Female Learners
U00877,35,31-40,Male,0,2,3,Adult Male Learners
U00878,31,31-40,Male,0,2,3,Adult Male Learners
U00879,18,15-20,Female,1,0,1,Young Male Learners
U00880,15,15-20,Male,0,0,1,Young Male Learners
U00881,34,31-40,Female,1,2,3,Adult Male Learners
U00882,34,31-40,Female,1,2,3,Adult Male Learners
U00883,27,21-30,Female,1,1,0,Young Female Learners
U00884,19,15-20,Male,0,0,1,Young Male Learners
U00885,28,21-30,Female,1,1,0,Young Female Learners
U00886,22,21-30,Female,1,1,0,Young Female Learners
U00887,17,15-20,Male,0,0,1,Young Male Learners
U00888,15,15-20,Male,0,0,1,Young Male Learners
U00889,31,31-40,Female,1,2,3,Adult Male Learners
U00890,31,31-40,Female,1,2,3,Adult Male Learners
U00891,28,21-30,Female,1,1,0,Young Female Learners
U00892,35,31-40,Male,0,2,3,Adult Male Learners
U00893,15,15-20,Male,0,0,1,Young Male Learners
U00894,28,21-30,Female,1,1,0,Young Female Learners
U00895,15,15-20,Male,0,0,1,Young Male Learners
U00896,29,21-30,Female,1,1,0,Young Female Learners
U00897,20,15-20,Male,0,0,1,Young Male Learners
U00898,24,21-30,Female,1,1,0,Young Female Learners
U00899,19,15-20,Male,0,0,1,Young Male Learners
U00900,26,21-30,Female,1,1,0,Young Female Learners
U00901,23,21-30,Female,1,1,0,Young Female Learners
U00902,29,21-30,Male,0,1,2,Adult Female Learners
U00903,29,21-30,Female,1,1,0,Young Female Learners
U00904,16,15-20,Female,1,0,1,Young Male Learners
U00905,15,15-20,Male,0,0,1,Young Male Learners
U00906,34,31-40,Female,1,2,3,Adult Male Learners
U00907,23,21-30,Female,1,1,0,Young Female Learners
U00908,16,15-20,Female,1,0,1,Young Male Learners
U00909,35,31-40,Female,1,2,3,Adult Male Learners
U00910,20,15-20,Female,1,0,1,Young Male Learners
U00911,15,15-20,Female,1,0,1,Young Male Learners
U00912,28,21-30,Male,0,1,2,Adult Female Learners
U00913,35,31-40,Female,1,2,3,Adult Male Learners
U00914,22,21-30,Male,0,1,2,Adult Female Learners
U00915,24,21-30,Female,1,1,0,Young Female Learners
U00916,20,15-20,Male,0,0,1,Young Male Learners
U00917,28,21-30,Female,1,1,0,Young Female Learners
U00918,35,31-40,Male,0,2,3,Adult Male Learners
U00919,28,21-30,Male,0,1,2,Adult Female Learners
U00920,18,15-20,Female,1,0,1,Young Male Learners
U00921,26,21-30,Male,0,1,2,Adult Female Learners
U00922,31,31-40,Female,1,2,3,Adult Male Learners
U00923,29,21-30,Female,1,1,0,Young Female Learners
U00924,34,31-40,Male,0,2,3,Adult Male Learners
U00925,31,31-40,Male,0,2,3,Adult Male Learners
U00926,32,31-40,Male,0,2,3,Adult Male Learners
U00927,26,21-30,Male,0,1,2,Adult Female Learners
U00928,33,31-40,Female,1,2,3,Adult Male Learners
U00929,25,21-30,Female,1,1,0,Young Female Learners
U00930,34,31-40,Male,0,2,3,Adult Male Learners
U00931,31,31-40,Male,0,2,3,Adult Male Learners
U00932,21,21-30,Male,0,1,2,Adult Female Learners
U00933,27,21-30,Female,1,1,0,Young Female Learners
U00934,15,15-20,Female,1,0,1,Young Male Learners
U00935,16,15-20,Female,1,0,1,Young Male Learners
U00936,30,21-30,Female,1,1,0,Young Female Learners
U00937,35,31-40,Male,0,2,3,Adult Male Learners
U00938,30,21-30,Male,0,1,2,Adult Female Learners
U00939,18,15-20,Male,0,0,1,Young Male Learners
U00940,15,15-20,Female,1,0,1,Young Male Learners
U00941,20,15-20,Female,1,0,1,Young Male Learners
U00942,21,21-30,Male,0,1,2,Adult Female Learners
U00943,21,21-30,Female,1,1,0,Young Female Learners
U00944,28,21-30,Female,1,1,0,Young Female Learners
U00945,27,21-30,Female,1,1,0,Young Female Learners
U00946,20,15-20,Female,1,0,1,Young Male Learners
U00947,31,31-40,Female,1,2,3,Adult Male Learners
U00948,34,31-40,Male,0,2,3,Adult Male Learners
U00949,16,15-20,Male,0,0,1,Young Male Learners
U00950,33,31-40,Female,1,2,3,Adult Male Learners
U00951,15,15-20,Male,0,0,1,Young Male Learners
U00952,22,21-30,Female,1,1,0,Young Female Learners
U00953,31,31-40,Male,0,2,3,Adult Male Learners
U00954,21,21-30,Female,1,1,0,Young Female Learners
U00955,35,31-40,Female,1,2,3,Adult Male Learners
U00956,21,21-30,Female,1,1,0,Young Female Learners
U00957,22,21-30,Male,0,1,2,Adult Female Learners
U00958,28,21-30,Female,1,1,0,Young Female Learners
U00959,22,21-30,Male,0,1,2,Adult Female Learners
U00960,17,15-20,Male,0,0,1,Young Male Learners
U00961,31,31-40,Male,0,2,3,Adult Male Learners
U00962,20,15-20,Male,0,0,1,Young Male Learners
U00963,20,15-20,Female,1,0,1,Young Male Learners
U00964,16,15-20,Female,1,0,1,Young Male Learners
U00965,34,31-40,Female,1,2,3,Adult Male Learners
U00966,23,21-30,Female,1,1,0,Young Female Learners
U00967,15,15-20,Male,0,0,1,Young Male Learners
U00968,21,21-30,Male,0,1,2,Adult Female Learners
U00969,29,21-30,Male,0,1,2,Adult Female Learners
U00970,18,15-20,Male,0,0,1,Young Male Learners
U00971,19,15-20,Female,1,0,1,Young Male Learners
U00972,27,21-30,Female,1,1,0,Young Female Learners
U00973,22,21-30,Male,0,1,2,Adult Female Learners
U00974,31,31-40,Male,0,2,3,Adult Male Learners
U00975,35,31-40,Female,1,2,3,Adult Male Learners
U00976,30,21-30,Male,0,1,2,Adult Female Learners
U00977,33,31-40,Female,1,2,3,Adult Male Learners
U00978,18,15-20,Male,0,0,1,Young Male Learners
U00979,16,15-20,Female,1,0,1,Young Male Learners
U00980,17,15-20,Male,0,0,1,Young Male Learners
U00981,34,31-40,Male,0,2,3,Adult Male Learners
U00982,27,21-30,Female,1,1,0,Young Female Learners
U00983,26,21-30,Female,1,1,0,Young Female Learners
U00984,27,21-30,Male,0,1,2,Adult Female Learners
U00985,21,21-30,Male,0,1,2,Adult Female Learners
U00986,25,21-30,Male,0,1,2,Adult Female Learners
U00987,27,21-30,Female,1,1,0,Young Female Learners
U00988,21,21-30,Female,1,1,0,Young Female Learners
U00989,26,21-30,Male,0,1,2,Adult Female Learners
U00990,20,15-20,Male,0,0,1,Young Male Learners
U00991,30,21-30,Male,0,1,2,Adult Female Learners
U00992,22,21-30,Female,1,1,0,Young Female Learners
U00993,17,15-20,Male,0,0,1,Young Male Learners
U00994,29,21-30,Female,1,1,0,Young Female Learners
U00995,27,21-30,Female,1,1,0,Young Female Learners
U00996,24,21-30,Male,0,1,2,Adult Female Learners
U00997,34,31-40,Female,1,2,3,Adult Male Learners
U00998,18,15-20,Male,0,0,1,Young Male Learners
U00999,33,31-40,Female,1,2,3,Adult Male Learners
U01000,16,15-20,Female,1,0,1,Young Male Learners
U01001,18,15-20,Male,0,0,1,Young Male Learners
U01002,19,15-20,Male,0,0,1,Young Male Learners
U01003,35,31-40,Male,0,2,3,Adult Male Learners
U01004,16,15-20,Female,1,0,1,Young Male Learners
U01005,19,15-20,Male,0,0,1,Young Male Learners
U01006,19,15-20,Male,0,0,1,Young Male Learners
U01007,30,21-30,Male,0,1,2,Adult Female Learners
U01008,18,15-20,Male,0,0,1,Young Male Learners
U01009,15,15-20,Female,1,0,1,Young Male Learners
U01010,35,31-40,Female,1,2,3,Adult Male Learners
U01011,18,15-20,Male,0,0,1,Young Male Learners
U01012,35,31-40,Female,1,2,3,Adult Male Learners
U01013,22,21-30,Male,0,1,2,Adult Female Learners
U01014,17,15-20,Male,0,0,1,Young Male Learners
