UserID,Age,AgeGroup,Gender,GenderEncoded
U00930,34,31-40,Male,0
U00931,31,31-40,Male,0
U00932,21,21-30,Male,0
U00933,27,21-30,Female,1
U00934,15,15-20,Female,1
U00935,16,15-20,Female,1
U00936,30,21-30,Female,1
U00937,35,31-40,Male,0
U00938,30,21-30,Male,0
U00939,18,15-20,Male,0
U00940,15,15-20,Female,1
U00941,20,15-20,Female,1
U00942,21,21-30,Male,0
U00943,21,21-30,Female,1
U00944,28,21-30,Female,1
U00945,27,21-30,Female,1
U00946,20,15-20,Female,1
U00947,31,31-40,Female,1
U00948,34,31-40,Male,0
U00949,16,15-20,Male,0
U00950,33,31-40,Female,1
U00951,15,15-20,Male,0
U00952,22,21-30,Female,1
U00953,31,31-40,Male,0
U00954,21,21-30,Female,1
U00955,35,31-40,Female,1
U00956,21,21-30,Female,1
U00957,22,21-30,Male,0
U00958,28,21-30,Female,1
U00959,22,21-30,Male,0
U00960,17,15-20,Male,0
U00961,31,31-40,Male,0
U00962,20,15-20,Male,0
U00963,20,15-20,Female,1
U00964,16,15-20,Female,1
U00965,34,31-40,Female,1
U00966,23,21-30,Female,1
U00967,15,15-20,Male,0
U00968,21,21-30,Male,0
U00969,29,21-30,Male,0
U00970,18,15-20,Male,0
U00971,19,15-20,Female,1
U00972,27,21-30,Female,1
U00973,22,21-30,Male,0
U00974,31,31-40,Male,0
U00975,35,31-40,Female,1
U00976,30,21-30,Male,0
U00977,33,31-40,Female,1
U00978,18,15-20,Male,0
U00979,16,15-20,Female,1
U00980,17,15-20,Male,0
U00981,34,31-40,Male,0
U00982,27,21-30,Female,1
U00983,26,21-30,Female,1
U00984,27,21-30,Male,0
U00985,21,21-30,Male,0
U00986,25,21-30,Male,0
U00987,27,21-30,Female,1
U00988,21,21-30,Female,1
U00989,26,21-30,Male,0
U00990,20,15-20,Male,0
U00991,30,21-30,Male,0
U00992,22,21-30,Female,1
U00993,17,15-20,Male,0
U00994,29,21-30,Female,1
U00995,27,21-30,Female,1
U00996,24,21-30,Male,0
U00997,34,31-40,Female,1
U00998,18,15-20,Male,0
U00999,33,31-40,Female,1
U01000,16,15-20,Female,1
U01001,18,15-20,Male,0
U01002,19,15-20,Male,0
U01003,35,31-40,Male,0
U01004,16,15-20,Female,1
U01005,19,15-20,Male,0
U01006,19,15-20,Male,0
U01007,30,21-30,Male,0
U01008,18,15-20,Male,0
U01009,15,15-20,Female,1
U01010,35,31-40,Female,1
U01011,18,15-20,Male,0
U01012,35,31-40,Female,1
U01013,22,21-30,Male,0
U01014,17,15-20,Male,0
U01015,29,21-30,Male,0
U01016,27,21-30,Female,1
U01017,21,21-30,Female,1
U01018,23,21-30,Female,1
U01019,27,21-30,Male,0
U01020,28,21-30,Male,0
U01021,29,21-30,Female,1
U01022,17,15-20,Male,0
U01023,18,15-20,Male,0
U01024,17,15-20,Female,1
U01025,34,31-40,Male,0
U01026,33,31-40,Female,1
U01027,32,31-40,Male,0
U01028,23,21-30,Female,1
U01029,15,15-20,Male,0
U01030,23,21-30,Female,1
U01031,15,15-20,Male,0
U01032,16,15-20,Male,0
U01033,30,21-30,Male,0
U01034,18,15-20,Female,1
U01035,33,31-40,Male,0
U01036,35,31-40,Male,0
U01037,32,31-40,Female,1
U01038,33,31-40,Male,0
U01039,21,21-30,Female,1
U01040,21,21-30,Female,1
U01041,23,21-30,Female,1
U01042,26,21-30,Male,0
U01043,19,15-20,Female,1
U01044,31,31-40,Female,1
U01045,32,31-40,Female,1
U01046,28,21-30,Female,1
U01047,29,21-30,Female,1
U01048,16,15-20,Female,1
U01049,34,31-40,Male,0
U01050,25,21-30,Female,1
U01051,18,15-20,Female,1
U01052,22,21-30,Female,1
U01053,26,21-30,Female,1
U01054,20,15-20,Female,1
U01055,22,21-30,Female,1
U01056,15,15-20,Male,0
U01057,33,31-40,Male,0
U01058,34,31-40,Female,1
U01059,30,21-30,Male,0
U01060,34,31-40,Female,1
U01061,22,21-30,Female,1
U01062,22,21-30,Female,1
U01063,31,31-40,Female,1
U01064,26,21-30,Female,1
U01065,15,15-20,Male,0
U01066,19,15-20,Female,1
U01067,17,15-20,Male,0
U01068,32,31-40,Female,1
U01069,35,31-40,Male,0
U01070,32,31-40,Male,0
U01071,19,15-20,Female,1
U01072,32,31-40,Male,0
U01073,23,21-30,Male,0
U01074,26,21-30,Female,1
U01075,17,15-20,Male,0
U01076,20,15-20,Male,0
U01077,24,21-30,Female,1
U01078,27,21-30,Male,0
U01079,21,21-30,Male,0
U01080,30,21-30,Female,1
U01081,26,21-30,Female,1
U01082,25,21-30,Male,0
U01083,29,21-30,Male,0
U01084,24,21-30,Male,0
U01085,26,21-30,Female,1
U01086,29,21-30,Female,1
U01087,19,15-20,Male,0
U01088,21,21-30,Male,0
U01089,17,15-20,Female,1
U01090,25,21-30,Female,1
U01091,29,21-30,Female,1
U01092,34,31-40,Female,1
U01093,23,21-30,Female,1
U01094,30,21-30,Male,0
U01095,21,21-30,Female,1
U01096,18,15-20,Male,0
U01097,29,21-30,Female,1
U01098,17,15-20,Female,1
U01099,35,31-40,Female,1
U01100,24,21-30,Female,1
U01101,33,31-40,Male,0
U01102,23,21-30,Female,1
U01103,22,21-30,Male,0
U01104,29,21-30,Male,0
U01105,27,21-30,Male,0
U01106,31,31-40,Male,0
U01107,30,21-30,Female,1
U01108,16,15-20,Male,0
U01109,24,21-30,Female,1
U01110,23,21-30,Female,1
U01111,31,31-40,Male,0
U01112,24,21-30,Female,1
U01113,22,21-30,Female,1
U01114,32,31-40,Male,0
U01115,18,15-20,Male,0
U01116,21,21-30,Female,1
U01117,23,21-30,Female,1
U01118,31,31-40,Male,0
U01119,17,15-20,Female,1
U01120,35,31-40,Female,1
U01121,20,15-20,Male,0
U01122,29,21-30,Female,1
U01123,29,21-30,Female,1
U01124,30,21-30,Female,1
U01125,32,31-40,Female,1
U01126,15,15-20,Male,0
U01127,28,21-30,Female,1
U01128,31,31-40,Female,1
U01129,28,21-30,Female,1
U01130,28,21-30,Male,0
U01131,25,21-30,Male,0
U01132,27,21-30,Female,1
U01133,35,31-40,Female,1
U01134,19,15-20,Female,1
U01135,22,21-30,Male,0
U01136,35,31-40,Male,0
U01137,28,21-30,Female,1
U01138,22,21-30,Female,1
U01139,22,21-30,Female,1
U01140,29,21-30,Female,1
U01141,17,15-20,Female,1
U01142,27,21-30,Male,0
U01143,31,31-40,Male,0
U01144,29,21-30,Female,1
U01145,15,15-20,Female,1
U01146,15,15-20,Male,0
U01147,15,15-20,Male,0
U01148,28,21-30,Male,0
U01149,26,21-30,Female,1
U01150,20,15-20,Male,0
U01151,28,21-30,Female,1
U01152,34,31-40,Male,0
U01153,15,15-20,Female,1
U01154,24,21-30,Male,0
U01155,32,31-40,Female,1
U01156,30,21-30,Male,0
U01157,31,31-40,Female,1
U01158,35,31-40,Male,0
U01159,26,21-30,Female,1
U01160,15,15-20,Female,1
U01161,33,31-40,Male,0
U01162,19,15-20,Female,1
U01163,24,21-30,Male,0
U01164,25,21-30,Female,1
U01165,24,21-30,Male,0
U01166,21,21-30,Male,0
U01167,16,15-20,Female,1
U01168,27,21-30,Female,1
U01169,31,31-40,Female,1
U01170,27,21-30,Female,1
U01171,19,15-20,Male,0
U01172,30,21-30,Male,0
U01173,26,21-30,Female,1
U01174,15,15-20,Female,1
U01175,20,15-20,Female,1
U01176,20,15-20,Male,0
U01177,16,15-20,Male,0
U01178,21,21-30,Female,1
U01179,31,31-40,Female,1
U01180,18,15-20,Male,0
U01181,27,21-30,Female,1
U01182,25,21-30,Female,1
U01183,21,21-30,Female,1
U01184,31,31-40,Male,0
U01185,28,21-30,Male,0
U01186,34,31-40,Male,0
U01187,35,31-40,Female,1
U01188,24,21-30,Male,0
U01189,28,21-30,Male,0
U01190,31,31-40,Male,0
U01191,28,21-30,Female,1
U01192,20,15-20,Female,1
U01193,20,15-20,Female,1
U01194,32,31-40,Female,1
U01195,23,21-30,Male,0
U01196,21,21-30,Female,1
U01197,28,21-30,Male,0
U01198,33,31-40,Female,1
U01199,17,15-20,Female,1
U01200,15,15-20,Female,1
U01201,28,21-30,Male,0
U01202,29,21-30,Female,1
U01203,15,15-20,Male,0
U01204,17,15-20,Female,1
U01205,27,21-30,Male,0
U01206,15,15-20,Female,1
U01207,30,21-30,Female,1
U01208,27,21-30,Female,1
U01209,20,15-20,Male,0
U01210,22,21-30,Female,1
U01211,32,31-40,Female,1
U01212,18,15-20,Female,1
U01213,20,15-20,Female,1
U01214,31,31-40,Female,1
U01215,15,15-20,Female,1
U01216,15,15-20,Male,0
U01217,25,21-30,Female,1
U01218,34,31-40,Male,0
U01219,16,15-20,Male,0
U01220,29,21-30,Female,1
U01221,32,31-40,Male,0
U01222,19,15-20,Female,1
U01223,23,21-30,Female,1
U01224,23,21-30,Female,1
U01225,30,21-30,Female,1
U01226,31,31-40,Female,1
U01227,15,15-20,Male,0
U01228,28,21-30,Male,0
U01229,27,21-30,Female,1
U01230,23,21-30,Female,1
U01231,21,21-30,Female,1
U01232,27,21-30,Female,1
U01233,28,21-30,Male,0
U01234,27,21-30,Male,0
U01235,27,21-30,Female,1
U01236,20,15-20,Female,1
U01237,24,21-30,Male,0
U01238,35,31-40,Male,0
U01239,20,15-20,Male,0
U01240,16,15-20,Male,0
U01241,25,21-30,Male,0
U01242,22,21-30,Male,0
U01243,31,31-40,Female,1
U01244,30,21-30,Female,1
U01245,35,31-40,Male,0
U01246,27,21-30,Male,0
U01247,19,15-20,Male,0
U01248,16,15-20,Male,0
U01249,25,21-30,Male,0
U01250,27,21-30,Female,1
U01251,29,21-30,Male,0
U01252,19,15-20,Female,1
U01253,17,15-20,Male,0
U01254,23,21-30,Male,0
U01255,29,21-30,Female,1
U01256,32,31-40,Male,0
U01257,29,21-30,Female,1
U01258,25,21-30,Male,0
U01259,18,15-20,Female,1
U01260,31,31-40,Female,1
U01261,25,21-30,Male,0
U01262,29,21-30,Female,1
U01263,17,15-20,Female,1
U01264,15,15-20,Male,0
U01265,23,21-30,Male,0
U01266,18,15-20,Female,1
U01267,30,21-30,Female,1
U01268,33,31-40,Male,0
U01269,25,21-30,Female,1
U01270,19,15-20,Male,0
U01271,23,21-30,Female,1
U01272,16,15-20,Female,1
U01273,31,31-40,Female,1
U01274,32,31-40,Female,1
U01275,35,31-40,Male,0
U01276,27,21-30,Female,1
U01277,26,21-30,Female,1
U01278,16,15-20,Female,1
U01279,29,21-30,Female,1
U01280,26,21-30,Female,1
U01281,23,21-30,Female,1
U01282,26,21-30,Male,0
U01283,15,15-20,Male,0
U01284,34,31-40,Female,1
U01285,35,31-40,Female,1
U01286,27,21-30,Male,0
U01287,33,31-40,Female,1
U01288,18,15-20,Male,0
U01289,35,31-40,Female,1
U01290,16,15-20,Male,0
U01291,34,31-40,Female,1
U01292,29,21-30,Male,0
U01293,33,31-40,Male,0
U01294,30,21-30,Male,0
U01295,34,31-40,Female,1
U01296,21,21-30,Female,1
U01297,27,21-30,Male,0
U01298,22,21-30,Female,1
U01299,28,21-30,Female,1
U01300,19,15-20,Male,0
U01301,27,21-30,Male,0
U01302,19,15-20,Female,1
U01303,23,21-30,Female,1
U01304,33,31-40,Female,1
U01305,22,21-30,Female,1
U01306,22,21-30,Male,0
U01307,16,15-20,Female,1
U01308,23,21-30,Male,0
U01309,35,31-40,Male,0
U01310,21,21-30,Female,1
U01311,27,21-30,Male,0
U01312,16,15-20,Male,0
U01313,31,31-40,Male,0
U01314,26,21-30,Female,1
U01315,33,31-40,Male,0
U01316,31,31-40,Female,1
U01317,32,31-40,Female,1
U01318,18,15-20,Female,1
U01319,25,21-30,Male,0
U01320,20,15-20,Male,0
U01321,35,31-40,Male,0
U01322,26,21-30,Female,1
U01323,15,15-20,Male,0
U01324,24,21-30,Male,0
U01325,18,15-20,Female,1
U01326,15,15-20,Female,1
U01327,23,21-30,Male,0
U01328,27,21-30,Male,0
U01329,15,15-20,Female,1
U01330,20,15-20,Female,1
U01331,16,15-20,Male,0
U01332,20,15-20,Male,0
U01333,15,15-20,Male,0
U01334,35,31-40,Female,1
U01335,16,15-20,Female,1
U01336,33,31-40,Male,0
U01337,32,31-40,Female,1
U01338,15,15-20,Male,0
U01339,35,31-40,Male,0
U01340,32,31-40,Female,1
U01341,29,21-30,Male,0
U01342,25,21-30,Male,0
U01343,32,31-40,Male,0
U01344,25,21-30,Female,1
U01345,19,15-20,Male,0
U01346,16,15-20,Male,0
U01347,20,15-20,Male,0
U01348,29,21-30,Female,1
U01349,26,21-30,Male,0
U01350,16,15-20,Female,1
U01351,16,15-20,Male,0
U01352,25,21-30,Male,0
U01353,20,15-20,Female,1
U01354,15,15-20,Male,0
U01355,28,21-30,Female,1
U01356,26,21-30,Female,1
U01357,28,21-30,Female,1
U01358,31,31-40,Male,0
U01359,18,15-20,Female,1
U01360,22,21-30,Female,1
U01361,31,31-40,Male,0
U01362,26,21-30,Male,0
U01363,25,21-30,Male,0
U01364,16,15-20,Female,1
U01365,25,21-30,Male,0
U01366,29,21-30,Female,1
U01367,22,21-30,Male,0
U01368,24,21-30,Female,1
U01369,21,21-30,Male,0
U01370,21,21-30,Female,1
U01371,22,21-30,Male,0
U01372,19,15-20,Female,1
U01373,24,21-30,Male,0
U01374,32,31-40,Female,1
U01375,22,21-30,Male,0
U01376,28,21-30,Male,0
U01377,16,15-20,Male,0
U01378,35,31-40,Male,0
U01379,22,21-30,Male,0
U01380,26,21-30,Male,0
U01381,15,15-20,Male,0
U01382,22,21-30,Female,1
U01383,32,31-40,Male,0
U01384,23,21-30,Female,1
U01385,33,31-40,Female,1
U01386,16,15-20,Male,0
U01387,21,21-30,Female,1
U01388,27,21-30,Male,0
U01389,30,21-30,Male,0
U01390,33,31-40,Female,1
U01391,30,21-30,Male,0
U01392,29,21-30,Female,1
U01393,30,21-30,Male,0
U01394,26,21-30,Female,1
U01395,31,31-40,Male,0
U01396,17,15-20,Female,1
U01397,28,21-30,Male,0
U01398,23,21-30,Female,1
U01399,20,15-20,Male,0
U01400,21,21-30,Female,1
U01401,19,15-20,Female,1
U01402,19,15-20,Female,1
U01403,27,21-30,Male,0
U01404,18,15-20,Female,1
U01405,35,31-40,Male,0
U01406,21,21-30,Female,1
U01407,34,31-40,Female,1
U01408,18,15-20,Male,0
U01409,31,31-40,Male,0
U01410,17,15-20,Male,0
U01411,21,21-30,Male,0
U01412,16,15-20,Male,0
U01413,24,21-30,Male,0
U01414,35,31-40,Female,1
U01415,18,15-20,Male,0
U01416,22,21-30,Female,1
U01417,26,21-30,Female,1
U01418,20,15-20,Female,1
U01419,34,31-40,Female,1
U01420,34,31-40,Female,1
U01421,22,21-30,Male,0
U01422,16,15-20,Male,0
U01423,25,21-30,Male,0
U01424,28,21-30,Female,1
U01425,25,21-30,Female,1
U01426,24,21-30,Male,0
U01427,25,21-30,Male,0
U01428,35,31-40,Female,1
U01429,31,31-40,Female,1
U01430,19,15-20,Female,1
U01431,34,31-40,Female,1
U01432,17,15-20,Female,1
U01433,16,15-20,Female,1
U01434,24,21-30,Male,0
U01435,16,15-20,Male,0
U01436,34,31-40,Female,1
U01437,33,31-40,Female,1
U01438,30,21-30,Female,1
U01439,22,21-30,Male,0
U01440,20,15-20,Female,1
U01441,24,21-30,Female,1
U01442,34,31-40,Female,1
U01443,17,15-20,Female,1
U01444,29,21-30,Male,0
U01445,29,21-30,Male,0
U01446,32,31-40,Female,1
U01447,17,15-20,Female,1
U01448,25,21-30,Female,1
U01449,34,31-40,Male,0
U01450,16,15-20,Female,1
U01451,17,15-20,Male,0
U01452,23,21-30,Male,0
U01453,17,15-20,Male,0
U01454,18,15-20,Female,1
U01455,22,21-30,Female,1
U01456,30,21-30,Male,0
U01457,27,21-30,Male,0
U01458,24,21-30,Male,0
U01459,17,15-20,Female,1
U01460,32,31-40,Female,1
U01461,16,15-20,Male,0
U01462,27,21-30,Male,0
U01463,30,21-30,Female,1
U01464,33,31-40,Male,0
U01465,33,31-40,Male,0
U01466,22,21-30,Male,0
U01467,19,15-20,Female,1
U01468,28,21-30,Female,1
U01469,29,21-30,Female,1
U01470,28,21-30,Male,0
U01471,19,15-20,Female,1
U01472,27,21-30,Female,1
U01473,17,15-20,Female,1
U01474,20,15-20,Male,0
U01475,20,15-20,Male,0
U01476,35,31-40,Female,1
U01477,17,15-20,Female,1
U01478,35,31-40,Female,1
U01479,25,21-30,Female,1
U01480,20,15-20,Female,1
U01481,20,15-20,Male,0
U01482,17,15-20,Male,0
U01483,18,15-20,Male,0
U01484,17,15-20,Male,0
U01485,16,15-20,Male,0
U01486,17,15-20,Male,0
U01487,17,15-20,Female,1
U01488,27,21-30,Male,0
U01489,27,21-30,Male,0
U01490,19,15-20,Female,1
U01491,17,15-20,Female,1
U01492,23,21-30,Female,1
U01493,18,15-20,Female,1
U01494,32,31-40,Male,0
U01495,31,31-40,Female,1
U01496,22,21-30,Female,1
U01497,35,31-40,Female,1
U01498,15,15-20,Male,0
U01499,30,21-30,Female,1
U01500,15,15-20,Male,0
U01501,23,21-30,Male,0
U01502,28,21-30,Female,1
U01503,30,21-30,Female,1
U01504,31,31-40,Male,0
U01505,35,31-40,Male,0
U01506,34,31-40,Male,0
U01507,18,15-20,Female,1
U01508,34,31-40,Male,0
U01509,15,15-20,Female,1
U01510,16,15-20,Female,1
U01511,15,15-20,Male,0
U01512,19,15-20,Male,0
U01513,23,21-30,Male,0
U01514,25,21-30,Male,0
U01515,35,31-40,Female,1
U01516,19,15-20,Male,0
U01517,26,21-30,Male,0
U01518,21,21-30,Male,0
U01519,16,15-20,Male,0
U01520,26,21-30,Female,1
U01521,34,31-40,Female,1
U01522,31,31-40,Female,1
U01523,16,15-20,Male,0
U01524,30,21-30,Female,1
U01525,32,31-40,Female,1
U01526,20,15-20,Male,0
U01527,29,21-30,Female,1
U01528,16,15-20,Male,0
U01529,19,15-20,Female,1
U01530,16,15-20,Male,0
U01531,30,21-30,Female,1
U01532,28,21-30,Female,1
U01533,16,15-20,Female,1
U01534,28,21-30,Male,0
U01535,20,15-20,Male,0
U01536,33,31-40,Female,1
U01537,27,21-30,Female,1
U01538,27,21-30,Female,1
U01539,24,21-30,Female,1
U01540,30,21-30,Female,1
U01541,29,21-30,Female,1
U01542,18,15-20,Female,1
U01543,25,21-30,Female,1
U01544,31,31-40,Female,1
U01545,15,15-20,Female,1
U01546,34,31-40,Male,0
U01547,17,15-20,Male,0
U01548,35,31-40,Female,1
U01549,34,31-40,Female,1
U01550,16,15-20,Male,0
U01551,16,15-20,Male,0
U01552,32,31-40,Male,0
U01553,27,21-30,Male,0
U01554,20,15-20,Male,0
U01555,23,21-30,Female,1
U01556,23,21-30,Female,1
U01557,17,15-20,Male,0
U01558,32,31-40,Male,0
U01559,19,15-20,Male,0
U01560,24,21-30,Male,0
U01561,32,31-40,Male,0
U01562,18,15-20,Female,1
U01563,35,31-40,Female,1
U01564,28,21-30,Female,1
U01565,32,31-40,Male,0
U01566,29,21-30,Male,0
U01567,22,21-30,Male,0
U01568,26,21-30,Female,1
U01569,35,31-40,Male,0
U01570,31,31-40,Male,0
U01571,19,15-20,Male,0
U01572,29,21-30,Female,1
U01573,18,15-20,Female,1
U01574,17,15-20,Male,0
U01575,15,15-20,Female,1
U01576,35,31-40,Male,0
U01577,30,21-30,Male,0
U01578,26,21-30,Male,0
U01579,31,31-40,Male,0
U01580,15,15-20,Female,1
U01581,30,21-30,Male,0
U01582,16,15-20,Male,0
U01583,30,21-30,Female,1
U01584,32,31-40,Male,0
U01585,27,21-30,Male,0
U01586,27,21-30,Male,0
U01587,27,21-30,Male,0
U01588,32,31-40,Male,0
U01589,16,15-20,Female,1
U01590,33,31-40,Male,0
U01591,32,31-40,Female,1
U01592,33,31-40,Male,0
U01593,34,31-40,Male,0
U01594,35,31-40,Male,0
U01595,15,15-20,Male,0
U01596,22,21-30,Male,0
U01597,21,21-30,Female,1
U01598,30,21-30,Female,1
U01599,29,21-30,Female,1
U01600,29,21-30,Female,1
U01601,23,21-30,Female,1
U01602,31,31-40,Female,1
U01603,32,31-40,Male,0
U01604,31,31-40,Female,1
U01605,18,15-20,Male,0
U01606,17,15-20,Female,1
U01607,25,21-30,Male,0
U01608,15,15-20,Female,1
U01609,15,15-20,Male,0
U01610,31,31-40,Male,0
U01611,27,21-30,Male,0
U01612,29,21-30,Male,0
U01613,25,21-30,Male,0
U01614,17,15-20,Male,0
U01615,29,21-30,Male,0
U01616,20,15-20,Male,0
U01617,21,21-30,Male,0
U01618,15,15-20,Female,1
U01619,20,15-20,Female,1
U01620,19,15-20,Female,1
U01621,16,15-20,Female,1
U01622,15,15-20,Female,1
U01623,23,21-30,Male,0
U01624,34,31-40,Female,1
U01625,33,31-40,Female,1
U01626,26,21-30,Female,1
U01627,23,21-30,Female,1
U01628,26,21-30,Male,0
U01629,28,21-30,Female,1
U01630,33,31-40,Male,0
U01631,18,15-20,Female,1
U01632,21,21-30,Male,0
U01633,34,31-40,Male,0
U01634,35,31-40,Male,0
U01635,18,15-20,Female,1
U01636,19,15-20,Male,0
U01637,30,21-30,Male,0
U01638,26,21-30,Male,0
U01639,27,21-30,Male,0
U01640,23,21-30,Female,1
U01641,17,15-20,Male,0
U01642,26,21-30,Male,0
U01643,25,21-30,Male,0
U01644,23,21-30,Male,0
U01645,19,15-20,Male,0
U01646,28,21-30,Female,1
U01647,17,15-20,Female,1
U01648,22,21-30,Female,1
U01649,35,31-40,Male,0
U01650,33,31-40,Male,0
U01651,25,21-30,Female,1
U01652,35,31-40,Male,0
U01653,21,21-30,Female,1
U01654,22,21-30,Female,1
U01655,23,21-30,Male,0
U01656,27,21-30,Male,0
U01657,22,21-30,Female,1
U01658,31,31-40,Female,1
U01659,27,21-30,Female,1
U01660,25,21-30,Female,1
U01661,27,21-30,Female,1
U01662,28,21-30,Male,0
U01663,28,21-30,Female,1
U01664,23,21-30,Female,1
U01665,34,31-40,Female,1
U01666,28,21-30,Female,1
U01667,23,21-30,Female,1
U01668,27,21-30,Female,1
U01669,30,21-30,Female,1
U01670,19,15-20,Male,0
U01671,25,21-30,Male,0
U01672,15,15-20,Male,0
U01673,16,15-20,Male,0
U01674,27,21-30,Female,1
U01675,17,15-20,Male,0
U01676,22,21-30,Male,0
U01677,22,21-30,Male,0
U01678,31,31-40,Female,1
U01679,16,15-20,Female,1
U01680,30,21-30,Male,0
U01681,33,31-40,Male,0
U01682,21,21-30,Male,0
U01683,19,15-20,Female,1
U01684,26,21-30,Female,1
U01685,26,21-30,Female,1
U01686,32,31-40,Male,0
U01687,23,21-30,Female,1
U01688,28,21-30,Female,1
U01689,30,21-30,Female,1
U01690,27,21-30,Male,0
U01691,22,21-30,Male,0
U01692,26,21-30,Male,0
U01693,21,21-30,Male,0
U01694,35,31-40,Male,0
U01695,32,31-40,Male,0
U01696,31,31-40,Female,1
U01697,35,31-40,Male,0
U01698,28,21-30,Female,1
U01699,23,21-30,Female,1
U01700,25,21-30,Female,1
U01701,22,21-30,Male,0
U01702,21,21-30,Female,1
U01703,21,21-30,Male,0
U01704,30,21-30,Female,1
U01705,28,21-30,Male,0
U01706,17,15-20,Female,1
U01707,32,31-40,Male,0
U01708,22,21-30,Male,0
U01709,35,31-40,Female,1
U01710,32,31-40,Male,0
U01711,15,15-20,Female,1
U01712,30,21-30,Male,0
U01713,15,15-20,Male,0
U01714,24,21-30,Female,1
U01715,27,21-30,Male,0
U01716,22,21-30,Female,1
U01717,20,15-20,Male,0
U01718,23,21-30,Male,0
U01719,32,31-40,Female,1
U01720,21,21-30,Female,1
U01721,15,15-20,Female,1
U01722,30,21-30,Female,1
U01723,32,31-40,Female,1
U01724,17,15-20,Male,0
U01725,33,31-40,Male,0
U01726,32,31-40,Female,1
U01727,15,15-20,Female,1
U01728,33,31-40,Female,1
U01729,29,21-30,Female,1
U01730,27,21-30,Female,1
U01731,28,21-30,Male,0
U01732,17,15-20,Female,1
U01733,20,15-20,Female,1
U01734,29,21-30,Male,0
U01735,29,21-30,Male,0
U01736,17,15-20,Male,0
U01737,23,21-30,Male,0
U01738,16,15-20,Female,1
U01739,19,15-20,Male,0
U01740,20,15-20,Male,0
U01741,30,21-30,Male,0
U01742,30,21-30,Female,1
U01743,15,15-20,Male,0
U01744,22,21-30,Male,0
U01745,21,21-30,Female,1
U01746,24,21-30,Male,0
U01747,19,15-20,Female,1
U01748,22,21-30,Male,0
U01749,31,31-40,Female,1
U01750,24,21-30,Male,0
U01751,25,21-30,Female,1
U01752,34,31-40,Female,1
U01753,17,15-20,Female,1
U01754,22,21-30,Male,0
U01755,26,21-30,Female,1
U01756,21,21-30,Male,0
U01757,26,21-30,Female,1
U01758,16,15-20,Female,1
U01759,21,21-30,Male,0
U01760,19,15-20,Male,0
U01761,31,31-40,Male,0
U01762,33,31-40,Male,0
U01763,24,21-30,Male,0
U01764,30,21-30,Male,0
U01765,24,21-30,Female,1
U01766,33,31-40,Female,1
U01767,15,15-20,Female,1
U01768,26,21-30,Female,1
U01769,15,15-20,Male,0
U01770,22,21-30,Female,1
U01771,21,21-30,Male,0
U01772,32,31-40,Female,1
U01773,17,15-20,Male,0
U01774,17,15-20,Male,0
U01775,31,31-40,Female,1
U01776,30,21-30,Female,1
U01777,27,21-30,Male,0
U01778,24,21-30,Female,1
U01779,31,31-40,Male,0
U01780,27,21-30,Male,0
U01781,30,21-30,Male,0
U01782,17,15-20,Female,1
U01783,28,21-30,Male,0
U01784,32,31-40,Female,1
U01785,34,31-40,Female,1
U01786,25,21-30,Female,1
U01787,30,21-30,Female,1
U01788,15,15-20,Male,0
U01789,33,31-40,Female,1
U01790,25,21-30,Male,0
U01791,31,31-40,Female,1
U01792,15,15-20,Male,0
U01793,30,21-30,Male,0
U01794,26,21-30,Male,0
U01795,15,15-20,Female,1
U01796,15,15-20,Male,0
U01797,33,31-40,Male,0
U01798,18,15-20,Male,0
U01799,33,31-40,Female,1
U01800,25,21-30,Female,1
U01801,20,15-20,Male,0
U01802,15,15-20,Female,1
U01803,27,21-30,Female,1
U01804,20,15-20,Female,1
U01805,21,21-30,Male,0
U01806,26,21-30,Male,0
U01807,31,31-40,Male,0
U01808,15,15-20,Male,0
U01809,24,21-30,Female,1
U01810,15,15-20,Female,1
U01811,28,21-30,Female,1
U01812,17,15-20,Male,0
U01813,24,21-30,Female,1
U01814,17,15-20,Female,1
U01815,30,21-30,Male,0
U01816,21,21-30,Male,0
U01817,33,31-40,Male,0
U01818,15,15-20,Male,0
U01819,17,15-20,Male,0
U01820,24,21-30,Male,0
U01821,22,21-30,Male,0
U01822,22,21-30,Male,0
U01823,22,21-30,Male,0
U01824,20,15-20,Male,0
U01825,25,21-30,Male,0
U01826,17,15-20,Male,0
U01827,28,21-30,Male,0
U01828,21,21-30,Male,0
U01829,27,21-30,Male,0
U01830,15,15-20,Male,0
U01831,34,31-40,Female,1
U01832,24,21-30,Male,0
U01833,16,15-20,Male,0
U01834,33,31-40,Female,1
U01835,27,21-30,Male,0
U01836,32,31-40,Female,1
U01837,24,21-30,Female,1
U01838,24,21-30,Male,0
U01839,22,21-30,Female,1
U01840,35,31-40,Female,1
U01841,18,15-20,Female,1
U01842,33,31-40,Female,1
U01843,19,15-20,Female,1
U01844,18,15-20,Female,1
U01845,17,15-20,Female,1
U01846,21,21-30,Female,1
U01847,18,15-20,Female,1
U01848,30,21-30,Female,1
U01849,23,21-30,Male,0
U01850,29,21-30,Female,1
U01851,20,15-20,Male,0
U01852,19,15-20,Female,1
U01853,31,31-40,Male,0
U01854,16,15-20,Male,0
U01855,15,15-20,Female,1
U01856,27,21-30,Male,0
U01857,27,21-30,Female,1
U01858,34,31-40,Female,1
U01859,24,21-30,Female,1
U01860,19,15-20,Male,0
